"","X","fid","x","submission_date","meta_instance_id","village","age","gender","ethnicity","education","born","household_size","hs","household_comp","hc_gen","hc_det","young_boy","adolesc_boy","men","young_girl","adolesc_girl","women","food_uncertainty","selling_possessions","farm","livestock","conflict_type","crop_threat_rate","farm_size","field_sight","farm_walk","months_planted","crops_planted","crop_prot","other_crop_prot","crop_species","other_crop_species","top_species","other_top_species","elephant_crops_vao","herd_comp","cattle","sheep","goat","donkey","dog","chicken","duck","other_livestock","livestock_threat","small_lv_prot","small_lv_prot_other_day","small_lv_prot_other_night","med_lar_lv_prot","med_lar_lv_prot_other_day","med_lar_lv_prot_other_night","med_lar_lv_guard_day","guard_ave_day","med_lar_lv_guard_night","guard_ave_night","lv_small_loss","chicken_loss","duck_loss","other_small_loss","species_small_lv","species_small_lv_other","species_concern_small_lv","species_concern_small_lv_other","lv_med_loss","cattle_loss","goat_loss","sheep_loss","donkey_loss","dog_loss","other_med_loss","species_med_lv","species_med_lv_other","species_concern_med_lv","species_concern_med_lv_other","lv_ele_vao","lv_hyena_vao","lv_lion_vao","lv_leopard_vao","species_structures","household_location_altitude","household_location_accuracy","key","elephant_c","baboon_c","buffalo_c","hippo_c","other_c","elephant_l","hyena_l","lion_l","leopard_l","conflict","species","ID","crop","c70","c2070","river","road","ID.1","gse_slope30m","ID.2","build_dens","ID.3","settle_dist","vervet_c"
"60",60,60,60,NA,"uuid:deeb50f3-9abe-40d2-a4cb-a6e4738e3922","Nyamatoke",41,"Male","Mwikizu","Primary","Yes","13",1,"Young_boy Men Young_girl Adolesc_girl Women",1,1,"5","NA","2","3","1","2",3,"Frequently","Yes","No","Crop_damage","Wildlife",6,"Yes","0_15","9","3","Guarding Shouting","","Elephant","","Elephant","","Sometimes","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1274.7,4.4,"uuid:deeb50f3-9abe-40d2-a4cb-a6e4738e3922",1,0,0,0,0,0,0,0,0,1,"elephant",60,0.518991981672394,0.0144902635365725,0.220515459775925,0.0230813287198544,0.0110882017761469,60,4.66985927615806,60,42.6153259277344,60,2988.87182617188,0
"61",61,61,61,NA,"uuid:9a899b8d-1eb6-49ba-82f4-dbab9d2de591","Changuge",70,"Male","Mwikizu","None","Yes","10",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"2","1","2","2","1","2",2,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",3,"No","45_60","9","4","Guarding Shouting","","Baboon Elephant","","Elephant","","Rarely","Dog Chicken","NA","NA","NA","NA","2","10","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"NA_noMedLV","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1313.5,4.9,"uuid:9a899b8d-1eb6-49ba-82f4-dbab9d2de591",1,1,0,0,0,0,0,0,0,1,"elephant",61,0.53225658648339,0.0134822446852922,0.204765170812607,0.0215578470379114,0.0117640318349004,61,4.97092141621284,61,47.8738059997559,61,4081.7529296875,0
"62",62,62,62,NA,"uuid:c41f9dc4-1da8-47e4-8510-4c1c0052dffc","Changuge",20,"Female","Mwikizu","Primary","Yes","3",1,"Young_boy Men Women",1,1,"3","NA","1","NA","NA","1",3,"Once_or_twice","Yes","No","Crop_damage Structure","Weather",2,"Yes","0_15","9","3","Shouting","","Elephant","","Elephant","","Rarely","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1316.9,4.7,"uuid:c41f9dc4-1da8-47e4-8510-4c1c0052dffc",1,0,0,0,0,0,0,0,0,1,"elephant",62,0.541706758304696,0.0111912945285439,0.207789227366447,0.0171935856342316,0.0103092780336738,62,4.94983510026147,62,49.9873847961426,62,5542.32275390625,0
"63",63,63,63,NA,"uuid:c536f534-7dd4-4073-b727-1fe25ad68d3b","Changuge",23,"Male","Msukuma","Primary","Yes","15",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"2","2","2","3","1","5",3,"Few_times","Yes","Yes","Crop_damage Structure","Wildlife",4,"No","30_45","10","3","Guarding Shouting","","Elephant","","Elephant","","Sometimes","Chicken","NA","NA","NA","NA","NA","8","NA","NA","Wildlife","Night_contained Night_none",NA,NA,"NA_noMedLV","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1329.2,5,"uuid:c536f534-7dd4-4073-b727-1fe25ad68d3b",1,0,0,0,0,0,0,0,0,1,"elephant",63,0.552222222222222,0.0137800686061382,0.171947315335274,0.0200572740286589,0.0112256584689021,63,4.7797879116867,63,48.4594955444336,63,3956.61596679688,0
"64",64,64,64,NA,"uuid:fc2bd1d3-a252-45a3-88ce-4d295c7b06d4","Mihale",59,"Female","Mwikizu","None","Yes","4",1,"Adolesc_boy Men Adolesc_girl Women",1,1,"NA","1","1","NA","1","1",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",5,"No","15_30","9","3","Guarding Shouting","","Elephant Hippo","","Elephant","","Often","Cattle Sheep Goat Dog Chicken","25","18","20","NA","2","30","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","2",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","",1158.9,4.4,"uuid:fc2bd1d3-a252-45a3-88ce-4d295c7b06d4",1,0,0,1,0,0,1,0,0,1,"elephant",64,0.300137457044673,0.0244673546403646,0.429851084947586,0.0271935854107141,0.01336769759655,64,3.03079755455034,64,20.3591003417969,64,455.251373291016,0
"65",65,65,65,NA,"uuid:11a2226a-2885-4ba7-99a8-d1161322d939","Mihale",63,"Male","Msukuma","Primary","No","20",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"2","1","8","4","2","3",2,"Few_times","Yes","Yes","Crop_damage Structure","Wildlife",6,"Yes","0_15","8","3","Shouting Sisal","","Elephant","","Elephant","","Often","Chicken","NA","NA","NA","NA","NA","8","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"NA_noMedLV","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1113.3,4.9,"uuid:11a2226a-2885-4ba7-99a8-d1161322d939",1,0,0,0,0,0,0,0,0,1,"elephant",65,0.444765177548683,0.0232646055519581,0.30317297577858,0.0289003439247608,0.0109736537560821,65,3.58652146323116,65,28.4314384460449,65,1918.70666503906,0
"66",66,66,66,NA,"uuid:5d7a160c-f8b7-4124-a7fc-872b25ed2da3","Mariwanda",38,"Female","Msukuma","Primary","Yes","9",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"4","1","1","1","1","1",3,"Few_times","Yes","Yes","Crop_damage","Weather",3,"Yes","0_15","10","3","Guarding Shouting","","Elephant","","Elephant","","Often","Sheep Dog Chicken","NA","6","NA","NA","1","15","NA","NA","Disease","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1216.8,4.4,"uuid:5d7a160c-f8b7-4124-a7fc-872b25ed2da3",1,0,0,0,0,0,0,0,0,1,"elephant",66,0.492016036655212,0.0394616276025772,0.151134014129639,0.0226460490375757,0.00746849924325943,66,4.33651452433582,66,33.3716087341309,66,7444.2109375,0
"67",67,67,67,NA,"uuid:3749bf3a-328d-45ee-a67c-2c78d3618c41","Mariwanda",41,"Male","Taturu","Primary","Yes","11",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"2","2","1","1","1","4",2,"Few_times","Yes","Yes","Crop_damage Livestock_loss_med Structure","Weather",8,"Yes","0_15","9","2","Guarding Shouting","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","50","40","11","NA","5","15","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","3","17",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Rarely","","","Elephant",1126.5,4.8,"uuid:3749bf3a-328d-45ee-a67c-2c78d3618c41",1,0,0,0,0,0,1,0,0,1,"elephant",67,0.444421534936999,0.0274914093315601,0.136964485049248,0.0163917522877455,0.00471935840323567,67,3.45664567897374,67,31.8946514129639,67,6002.57421875,0
"68",68,68,68,NA,"uuid:552322f6-a9fe-4deb-ad48-26d26da09478","Mariwanda",38,"Female","Msukuma","Primary","No","5",1,"Young_boy Men Adolesc_girl Women",1,1,"1","NA","2","NA","1","1",3,"Few_times","Yes","No","Crop_damage","Wildlife",1.5,"No","45_60","9","2","Shouting","","Elephant","","Elephant","","Never","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1159.5,4.2,"uuid:552322f6-a9fe-4deb-ad48-26d26da09478",1,0,0,0,0,0,0,0,0,1,"elephant",68,0.379954180985109,0.0060137459076941,0.137342497706413,0.0112600233405828,0.00400916393846273,68,1.98092867661101,68,27.6674957275391,68,4594.412109375,0
"69",69,69,69,NA,"uuid:b6592200-92ad-4f83-9ef5-d14b2c865787","Mariwanda",30,"Male","Taturu","Primary","Yes","13",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"2","1","4","2","3","1",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",3,"No","30_45","9","2","Guarding Shouting","","Elephant","","Elephant","","Rarely","Cattle Sheep Goat Dog Chicken","100","70","50","NA","5","30","NA","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle","3","NA","NA",NA,"NA","NA","Lion",NA,"Lion",NA,"","","Never","","",1083,5,"uuid:b6592200-92ad-4f83-9ef5-d14b2c865787",1,0,0,0,0,0,0,1,0,1,"elephant",69,0.268625429553265,0.0163344796746969,0.190652921795845,0.0176861397922039,0.00360824749805033,69,1.46039373209546,69,22.4472141265869,69,3186.33911132812,0
"70",70,70,70,NA,"uuid:5ff19c45-1e9c-4729-b62a-fa410647e758","Mariwanda",30,"Female","Taturu","Primary","Yes","7",1,"Young_boy Adolesc_boy Men Adolesc_girl Women",1,1,"3","1","1","NA","1","1",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",5,"Yes","0_15","9","1","Shouting","","Elephant","","Elephant","","Never","Cattle Dog","35","NA","NA","NA","2","NA","NA","NA","Low_productivity","NA_noSmall",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle","1","NA","NA",NA,"NA","NA","Lion",NA,"Lion",NA,"","","Never","","",1204.7,4.8,"uuid:5ff19c45-1e9c-4729-b62a-fa410647e758",1,0,0,0,0,0,0,1,0,1,"elephant",70,0.146219931271478,0.021912943571806,0.212061852216721,0.0222336761653423,0.00735395168885589,70,1.38838220900641,70,7.85588788986206,70,1882.04016113281,0
"71",71,71,71,NA,"uuid:7843008f-ef94-4147-8179-3080bc12419d","Mariwanda",46,"Male","Taturu","Primary","Yes","7",1,"Young_boy Men Young_girl Women",1,1,"1","NA","1","4","NA","1",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",5,"No","60_plus","9","1","Guarding Shouting","","Elephant","","Elephant","","Sometimes","Cattle Sheep Goat Dog Chicken","10","50","25","NA","3","5","NA","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","2","1",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Never","","","",1201.4,4.7,"uuid:7843008f-ef94-4147-8179-3080bc12419d",1,0,0,0,0,0,1,0,0,1,"elephant",71,0.117411225658648,0.0241237115114927,0.182806417346001,0.0235395189374685,0.00871706753969193,71,1.41174481856895,71,7.15560626983643,71,2168.73486328125,0
"72",72,72,72,NA,"uuid:e82739ef-e813-4eff-9785-311e2e41408e","Sarakwa",53,"Male","Taturu","Primary","Yes","18",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"5","6","2","2","1","2",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",20,"Yes","0_15","8","3","Guarding Shouting","","Baboon Elephant","","Elephant","","Often","Cattle Sheep Goat Dog Chicken","100","200","50","NA","4","30","NA","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","4",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Sheep","5","NA","65",NA,"NA","NA","Hyena Lion",NA,"Hyena",NA,"","Rarely","Rarely","","Elephant Hyena",1121,4.9,"uuid:e82739ef-e813-4eff-9785-311e2e41408e",1,1,0,0,0,0,1,1,0,1,"elephant",72,0.152520045819015,0.0193127151578665,0.209014892578125,0.0164490267634392,0.00214203889481723,72,1.39085429237393,72,8.05960655212402,72,3329.6083984375,0
"73",73,73,73,NA,"uuid:fdad9d3e-0c58-4684-b833-cc086b10c1cd","Sarakwa",24,"Female","Taturu","Primary","Yes","7",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"2","1","1","2","NA","1",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",3,"No","15_30","9","1","Shouting","","Baboon Elephant","","Elephant","","Never","Cattle Sheep Goat Dog Chicken","30","20","50","NA","3","4","NA","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Goat Sheep","NA","4","2",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Never","","","Elephant",1075.9,4.6,"uuid:fdad9d3e-0c58-4684-b833-cc086b10c1cd",1,1,0,0,0,0,1,0,0,1,"elephant",73,0.0935853379152348,0.0295189004391432,0.163253143429756,0.028339060023427,0.0101489117369056,73,1.3572449503074,73,5.53859186172485,73,1131.43701171875,0
"74",74,74,74,NA,"uuid:212c03c4-a85a-4e6f-b81e-e7f23b73399c","Sarakwa",23,"Female","Taturu","Primary","Yes","4",1,"Young_boy Men Women",1,1,"2","NA","1","NA","NA","1",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",3,"No","30_45","9","3","Guarding Shouting","","Elephant","","Elephant","","Rarely","Cattle Sheep Goat Dog Chicken","40","45","26","NA","2","6","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Goat Sheep","2","3","2",NA,"NA","NA","Hyena Leopard Lion",NA,"Hyena",NA,"","Rarely","Rarely","Rarely","Elephant",1172.3,4.7,"uuid:212c03c4-a85a-4e6f-b81e-e7f23b73399c",1,0,0,0,0,0,1,1,1,1,"elephant",74,0.122268041237113,0.0257961060851812,0.170904919505119,0.0228178687393665,0.00533791538327932,74,1.34062824495808,74,5.61498641967773,74,1142.04626464844,0
"75",75,75,75,NA,"uuid:321e8bd9-9ec6-402c-9bc9-e41d0ef6276b","Sarakwa",23,"Male","Taturu","O_level","Yes","4",1,"Men Women",1,1,"NA","NA","2","NA","NA","2",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",5,"No","60_plus","9","3","Guarding Shouting","","Baboon Elephant","","Elephant","","Often","Cattle Sheep Goat Dog","250","90","30","NA","4","NA","NA","NA","Grazing_land","NA_noSmall",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Sheep","4","NA","5",NA,"NA","NA","Hyena Lion",NA,"Hyena",NA,"","Never","Never","","Elephant",1024.3,5,"uuid:321e8bd9-9ec6-402c-9bc9-e41d0ef6276b",1,1,0,0,0,0,1,1,0,1,"elephant",75,0.13213058419244,0.0266666673123837,0.153321877121925,0.0253608245402575,0.00693012587726116,75,1.32435005137845,75,5.02929639816284,75,418.442047119141,0
"76",76,76,76,NA,"uuid:84d3d4f8-e2e9-435e-829a-493e935ee8f7","Sarakwa",42,"Male","Taturu","Primary","Yes","15",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"3","3","1","2","4","2",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",4,"Yes","0_15","9","2","Guarding Shouting","","Baboon Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","42","60","6","NA","6","20","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","2",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Never","","","Elephant",1187.6,4.4,"uuid:84d3d4f8-e2e9-435e-829a-493e935ee8f7",1,1,0,0,0,0,1,0,0,1,"elephant",76,0.168533791523482,0.0266552120447159,0.182164952158928,0.0227720495313406,0.00371134025044739,76,1.38640177724822,76,5.88236665725708,76,1472.15209960938,0
"77",77,77,77,NA,"uuid:68884183-4289-4b2b-b416-6d202cdbab05","Sarakwa",75,"Female","Taturu","None","Yes","6",1,"Young_boy Men Young_girl Women",1,1,"1","NA","2","1","NA","2",3,"Frequently","Yes","Yes","Crop_damage","Wildlife",10,"No","30_45","9","2","Guarding Shouting Chasing","","Elephant","","Elephant","","Rarely","Cattle Dog","100","NA","NA","NA","1","NA","NA","NA","Low_productivity","NA_noSmall",NA,NA,"Day_guard Night_contain","",NA,"Men","2",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","",1207.6,4.9,"uuid:68884183-4289-4b2b-b416-6d202cdbab05",1,0,0,0,0,0,0,0,0,1,"elephant",77,0.202497136311569,0.0265979375690222,0.2347651720047,0.0197823587805033,0.00234822439961135,77,1.44821400312646,77,7.11740922927856,77,3322.49096679688,0
"78",78,78,78,NA,"uuid:b1caf4a4-f4db-43e9-8704-385c9a5c8ed2","Sarakwa",22,"Female","Taturu","Primary","Yes","11",1,"Young_boy Men Young_girl Women",1,1,"1","NA","3","3","NA","4",2,"Never","Yes","Yes","Crop_damage Livestock_loss_med","Wildlife",7,"Yes","0_15","10","1","Guarding Shouting","","Elephant Other","Monkey ","Elephant","","Often","Cattle Sheep Goat Dog Chicken","30","15","3","NA","3","7","NA","NA","Grazing_land","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","15",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Never","","","",1211.8,4.9,"uuid:b1caf4a4-f4db-43e9-8704-385c9a5c8ed2",1,0,0,0,1,0,1,0,0,1,"elephant",78,0.159862542955326,0.0222565867006779,0.219163805246353,0.0200343634933233,0.00240549817681313,78,1.43747314816577,78,8.44157791137695,78,3622.58154296875,0
"79",79,79,79,NA,"uuid:df193c8d-9ae4-4d9d-ac33-cc5bebf9bfd2","Sarakwa",65,"Female","Taturu","None","Yes","7",1,"Young_boy Men Young_girl Women",1,1,"2","NA","1","2","NA","2",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",2,"No","15_30","9","2","Guarding Shouting","","Elephant","","Elephant","","Never","Sheep Dog","NA","20","NA","NA","2","NA","NA","NA","Low_productivity","NA_noSmall",NA,NA,"Day_guard Night_contain","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","15",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Never","","","Elephant",1250.6,3.8,"uuid:df193c8d-9ae4-4d9d-ac33-cc5bebf9bfd2",1,0,0,0,0,0,1,0,0,1,"elephant",79,0.23262313860252,0.0119473077356815,0.218808710575104,0.0128636881709099,0.000366552121704444,79,1.50063863150407,79,9.33284568786621,79,4912.126953125,0
"80",80,80,80,NA,"uuid:d5bbc952-503f-4dd9-bd5b-387be606e8dd","Mariwanda",20,"Female","Msukuma","None","No","5",1,"Young_boy Men Young_girl Women",1,1,"1","NA","2","1","NA","1",3,"Frequently","Yes","Yes","Crop_damage Structure","Wildlife",3,"No","30_45","9","3","Guarding Shouting","","Elephant","","Elephant","","Rarely","Cattle Chicken","120","NA","NA","NA","NA","15","NA","NA","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain","",NA,"Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1222.5,5,"uuid:d5bbc952-503f-4dd9-bd5b-387be606e8dd",1,0,0,0,0,0,0,0,0,1,"elephant",80,0.233573883161512,0.00449026329442859,0.183172971010208,0.0114891184493899,0,80,1.47057863004598,80,9.49836730957031,80,4859.74365234375,0
"81",81,81,81,NA,"uuid:3f815f63-d79f-4358-9f5f-a954826f4807","Sarakwa",30,"Male","Taturu","Primary","Yes","11",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"1","3","4","1","1","1",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",6,"No","15_30","10","1","Guarding Fire Shouting","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","400","300","60","NA","4","20","NA","NA","Grazing_land","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain","",NA,"Adolesc_boys Men","2",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Sheep","2","NA","20",NA,"NA","NA","Hyena Lion",NA,"Hyena",NA,"","Often","Often","","Elephant",1213.8,5,"uuid:3f815f63-d79f-4358-9f5f-a954826f4807",1,0,0,0,0,0,1,1,0,1,"elephant",81,0.26807560137457,0.00229095085524023,0.154845356941223,0.0115234823897481,0.000378006865503266,81,1.45559760697997,81,10.7461414337158,81,4484.9013671875,0
"82",82,82,82,NA,"uuid:3403f89c-987e-489c-8042-0d45928f8fbd","Sarakwa",46,"Male","Taturu","Primary","Yes","13",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"2","3","1","4","NA","3",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",4,"Yes","0_15","9","1","Guarding Fire Shouting","","Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","120","200","50","NA","3","10","NA","NA","Grazing_land","Day_dog Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Goat Sheep","5","7","60",NA,"NA","NA","Hyena Lion",NA,"Leopard",NA,"","Rarely","Rarely","","Elephant",1227.9,5,"uuid:3403f89c-987e-489c-8042-0d45928f8fbd",1,0,0,0,0,0,1,1,0,1,"elephant",82,0.17729667812142,0.0104925548657775,0.172955319285393,0.0141122564673424,0.00134020613040775,82,1.41628573130824,82,9.35831069946289,82,3499.02294921875,0
"83",83,83,83,NA,"uuid:670e9bda-a4d8-4601-8d98-a6f124226b41","Sarakwa",52,"Female","Msukuma","None","No","25",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"7","1","3","5","4","5",4,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",4,"Yes","0_15","8","2","Fire Shouting Chasing","","Baboon Elephant","","Elephant","","Always","Cattle Sheep Goat Dog Chicken","80","25","25","NA","3","7","NA","NA","Low_productivity","Night_contained Night_dog Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Adolesc_boys Men","1",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Cattle Goat Sheep","2","25","30",NA,"NA","NA","Hyena Lion",NA,"Hyena",NA,"","Often","Often","","Elephant Hyena",1190.5,3.9,"uuid:670e9bda-a4d8-4601-8d98-a6f124226b41",1,1,0,0,0,0,1,1,0,1,"elephant",83,0.201053837342497,0.0104352803900838,0.175429552793503,0.0163344796746969,0.00166093930602074,83,1.40833419799705,83,9.33284568786621,83,3488.28344726562,0
"84",84,84,84,NA,"uuid:9968ba0e-c8db-4e1e-8d39-17edb9385901","Hunyari",50,"Male","Msukuma","Primary","Yes","7",1,"Young_boy Adolesc_boy Men Young_girl Adolesc_girl Women",1,1,"1","1","1","2","1","1",3,"Few_times","Yes","No","Crop_damage Structure","Wildlife",6,"Yes","0_15","9","3","Guarding Shouting","","Elephant Other","Tumbili","Elephant","","Never","","NA","NA","NA","NA","NA","NA","NA","NA","","",NA,NA,"","",NA,"","NA",NA,NA,"","NA",NA,NA,"",NA,"",NA,"","NA","NA","NA",NA,"NA","NA","",NA,"",NA,"","","","","Elephant",1184.4,3.7,"uuid:9968ba0e-c8db-4e1e-8d39-17edb9385901",1,0,0,0,1,0,0,0,0,1,"elephant",84,0.518304696449026,0.0235853381454945,0.240641459822655,0.0305498279631138,0.00853379163891077,84,3.83451767531978,84,32.607666015625,84,3842.64770507812,1
"85",85,85,85,NA,"uuid:f2c9d04e-954f-41dc-a6a9-5c68a8f8bc02","Hunyari",36,"Male","Mwikizu","Primary","Yes","11",1,"Young_boy Adolesc_boy Men Young_girl Women",1,1,"3","1","2","3","NA","2",3,"Frequently","Yes","Yes","Crop_damage Livestock_loss_med Structure","Wildlife",12,"Yes","0_15","9","4","Guarding Fire Shouting","","Elephant Other","Tumbili","Elephant","","Often","Cattle Sheep Goat Dog Chicken Other","40","105","20","NA","5","25","NA","1","Low_productivity","Night_contained Day_none",NA,NA,"Day_guard Night_contain Night_dogs","",NA,"Men","2",NA,NA,"","NA",NA,NA,"",NA,"",NA,"Sheep","NA","NA","3",NA,"NA","NA","Hyena",NA,"Hyena",NA,"","Never","","","Elephant",1179.3,4.9,"uuid:f2c9d04e-954f-41dc-a6a9-5c68a8f8bc02",1,0,0,0,1,0,1,0,0,1,"elephant",85,0.591569301260023,0.0101603670045733,0.175257727503777,0.0300801824778318,0.00788087025284767,85,3.86702090362136,85,38.4518356323242,85,5046.94677734375,1
